(0.009961562711057923, (0.004329320320063745+0j)) (0.010135034716629888, (0.004497679126187351+0j)) (-0.0001734720766544342, (0.0005957258417406485+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.01034982858528383, (0.00483412322686059+0j)) (-0.000388265757355839, (0.0014852976251150654+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.01041030997154303, (0.005080336417467584+0j)) (-0.0004487471738830209, (0.0023180458566690754+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010216881260741502, (0.005132026045407173+0j)) (-0.00025531850382685663, (0.0034433531553641054+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.00982414245698601, (0.0038655251202642195+0j)) (0.0001374202761799097, (0.0036994756855193585+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.00861017124261707, (0.002644700627974472+0j)) (0.0013513913108035922, (0.003984740899253385+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.007942261649295687, (0.002012958411740168+0j)) (0.002019301031716168, (0.004511601829443474+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.007315335700433934, (0.001718741783270062+0j)) (0.002646226963028312, (0.004856333483040831+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.007353606453398243, (0.0018510007405884753+0j)) (0.0026079562194645405, (0.005240478205191715+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.007977977617643774, (0.002024000109502373+0j)) (0.001983585063368082, (0.005423039315456895+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.008844375020242295, (0.002144734664263145+0j)) (0.0011171877309679985, (0.005494998738985136+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009594578655203804, (0.0022194147414163344+0j)) (0.00036698404140770435, (0.0055148052394586936+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010064851304283366, (0.002271296690110163+0j)) (-0.00010328857228159904, (0.005530033085142005+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010272468174283858, (0.002310750354073555+0j)) (-0.00031090554781258104, (0.0055547937479470694+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010306537702912465, (0.0023420783393096702+0j)) (-0.0003449750356376171, (0.005583321157345063+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010246168025303632, (0.0023676397465743383+0j)) (-0.0002846054174005985, (0.005608539025953741+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010146613189019263, (0.0023873006110150027+0j)) (-0.00018505046516656876, (0.005625823536589382+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010040550976991653, (0.0024007234832871525+0j)) (-7.898827269673348e-05, (0.0056343110219070885+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009943832208402455, (0.00240856677019455+0j)) (1.7730489373207093e-05, (0.005635732876137641+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009862654943484813, (0.002412059497770885+0j)) (9.89078339189291e-05, (0.005632373098528616+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009798437351128087, (0.002412532688017134+0j)) (0.00016312527656555176, (0.0056260620346223434+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009750328668160365, (0.00241113341498332+0j)) (0.00021123398281633853, (0.005617982533173789+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009716751814819872, (0.0024087608669979715+0j)) (0.0002448108959943056, (0.005608773464445716+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.0096958320569247, (0.002406096539504212+0j)) (0.00026573068276047705, (0.005598749442864586+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009685775791294872, (0.002403628592305679+0j)) (0.00027578696608543396, (0.005588062701217396+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009684937100857497, (0.002401622925336993+0j)) (0.00027662563137710095, (0.005576714761832016+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009691816909238695, (0.002400154640106407+0j)) (0.00026974580623209476, (0.005564648283692009+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009705059427302331, (0.0023991372176466437+0j)) (0.00025650327280163766, (0.005551778016436658+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.00972342771734111, (0.0023983595618264006+0j)) (0.0002381349727511406, (0.0055380166799347515+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009745847912330645, (0.002397520251727424+0j)) (0.00021571479924023152, (0.00552331403736658+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009771200922550634, (0.00239627219659536+0j)) (0.00019036182574927807, (0.005507668566404274+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009798473727889358, (0.00239429951339719+0j)) (0.0001630890443921089, (0.005491174651375771+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.00982676703017205, (0.0023912896174769476+0j)) (0.0001347956955432892, (0.005473958645494279+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009855220354162156, (0.0023870245622279146+0j)) (0.00010634240321815013, (0.0054562326597763465+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009883124549407513, (0.0023813571892893274+0j)) (7.8438151627779e-05, (0.00543822656573034+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009909948654938489, (0.002374221023677531+0j)) (5.16140554100275e-05, (0.005420165160438391+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009935251840855926, (0.002365623423310563+0j)) (2.6310870423913e-05, (0.005402276793080996+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009958849816117436, (0.0023556252813032225+0j)) (2.712945453822613e-06, (0.005384718263428761+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.009980652438942344, (0.002344319459655578+0j)) (-1.9089757464826108e-05, (0.005367623536334243+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010000727507751436, (0.0023318269834332913+0j)) (-3.9164845831692216e-05, (0.005351077354715537+0j))
(0.009961562711057923, (0.004329320320063745+0j)) (0.010019168564584107, (0.002318298816816802+0j)) (-5.760580487549305e-05, (0.0053351258958513675+0j))
