(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.2514491184540093, (0.23356112773921353+0j)) (0.25155593556165695, (0.2335876771372658+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.1482732044812292, (0.16318245699482165+0j)) (-0.1481663851737976, (0.16317646511232542+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.23858710771426558, (0.08618394959717614+0j)) (-0.23848028779029845, (0.08616953010759179+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.23042784557817503, (0.1200224645870033+0j)) (-0.23032102611660957, (0.12000072168547914+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.2185730741629377, (0.06526313759912798+0j)) (-0.21846624962240457, (0.06526494003532603+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.09399971474893391, (0.06979352038750328+0j)) (0.0941065399646759, (0.06979699535458779+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.1930941493343562, (0.10255252223817722+0j)) (-0.19298732554912568, (0.10253731519764146+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00027686133026145397, (0.04217689742663755+0j)) (-0.0001700369417667389, (0.042199752642392035+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.0009110812246799468, (0.02490941250589454+0j)) (0.0010179051905870437, (0.024888619536961244+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.06477863832353614, (0.04214332096313749+0j)) (-0.06467181450128555, (0.04214811528104265+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.004692853109561838, (0.018931366955144927+0j)) (-0.004586030311882496, (0.018947881167878364+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0019471167286101263, (0.01911642925010047+0j)) (-0.001840293399989605, (0.019111693795539612+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.08592240624199621, (0.04676317603485716+0j)) (-0.08581558253988623, (0.04676574978384266+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.03765937671731808, (0.021097432477522094+0j)) (-0.03755255302321166, (0.021093184167879628+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.018845198221039028, (0.03331234164439167+0j)) (0.018952023208141325, (0.03332474354210569+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.0655209644800052, (0.0580750585771949+0j)) (0.06562778842449188, (0.05807213570768456+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.00923695216467604, (0.011073949800458137+0j)) (0.009343775622546673, (0.011082029301906693+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00014683198620332405, (0.008054163823486974+0j)) (-4.0008023148402575e-05, (0.008066704253037165+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.01935656568268314, (0.019198486781832842+0j)) (-0.01924974089860916, (0.01920679869200288+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0015941490132827313, (0.01393076753429326+0j)) (-0.0014873255337588488, (0.013937723557773778+0j))
