(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.287692846076563, (0.4832040134296438+0j)) (-0.28758602809906003, (0.48321385375699527+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.2562951720990241, (0.38493762763684286+0j)) (-0.25618835660815237, (0.38494964387816316+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.3119626415297389, (0.34941794305732243+0j)) (-0.3118558225333691, (0.3494306088252006+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.3654975827918388, (0.3467580018975991+0j)) (-0.36539077034592626, (0.34677105738141195+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.2661267801746726, (0.3579270007758319+0j)) (-0.2660199667215347, (0.35793914692246376+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.4968510079574771, (0.3086728497961951+0j)) (-0.4967441893592477, (0.3086880487176489+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.09004155950434506, (0.14220799410309473+0j)) (-0.08993474199995398, (0.14220026473705627+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0789367974656634, (0.07901159317748412+0j)) (-0.07882997196912765, (0.07899684892462083+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.07524890001816675, (0.07251446832917308+0j)) (-0.07514207312464714, (0.07248618144757854+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.04051700378023088, (0.09796576054458021+0j)) (-0.040410181164741515, (0.09794368476069515+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.019806202335748823, (0.04574392272210885+0j)) (0.01991302752494812, (0.045728451811408964+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.05320267134869937, (0.07733577406281114+0j)) (-0.05309584830328822, (0.07731866715709367+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.09300559111498297, (0.031313547478596326+0j)) (-0.09289876812696457, (0.03128871932592236+0j))
