(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.043174807660514486, (0.0306611792420518+0j)) (0.04328163206577301, (0.030676603468030333+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.0010806818030541763, (0.003392041064736269+0j)) (0.0011875054724514483, (0.0034165579013608264+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.004260986399778631, (0.003022319130546794+0j)) (-0.004154162761289626, (0.0030153263174760862+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.0012448499907768565, (0.001012607971013928+0j)) (0.0013516737115569413, (0.0010151086482616655+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-4.828820560942404e-05, (0.0010245224066579212+0j)) (0.00015511193871498109, (0.0010141335338306218+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (-0.0004510530475090491, (0.0008319503414591616+0j)) (0.0005578767255647108, (0.0008105885927754455+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0005784891013754531, (0.00039153787573622964+0j)) (-0.00047166539821773767, (0.000402282275551495+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00045777112494397443, (0.0005487799777348703+0j)) (-0.00035094743431545795, (0.0005519684300281948+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (9.873960804543458e-05, (0.00017754091696231414+0j)) (8.084087530733086e-06, (0.00017323892940485243+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00022162928937905234, (0.00012731781406171187+0j)) (-0.00011480558273615315, (0.0001041592427639716+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (1.443885404604757e-21, (1.7874452940551236e-21+0j))
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
(0.00010682369838459065, (5.331141852812582e-05+0j)) (0.00010682369838459065, (5.331141852812582e-05+0j)) (0.0, 0j)
